txn_id,fecha,item,cantidad,precio_unit,importe,issue,metodo_pago,source_id,descripcion,product_id,payment
S000065,2026-04-19,PALETA-AGUA-TAMARINDO,1,25.0,25.0,https://github.com/OswaldoCasillas/Ventas/issues/180,efectivo,client:c35a7437-a72d-4045-b814-f196531dc072#0,PALETA AGUA Tamarindo,98C5FF9E,efectivo
S000077,2026-04-19,PALETA-AGUA-TAMARINDO,1,25.0,25.0,https://github.com/OswaldoCasillas/Ventas/issues/199,efectivo,client:8e374c65-66c9-40bd-8dbf-71b6986eab50#2,PALETA AGUA Tamarindo,98C5FF9E,efectivo
S000062,2026-04-19,PALETA-AGUA-ZAPOTE,1,25.0,25.0,https://github.com/OswaldoCasillas/Ventas/issues/177,tarjeta,client:e1c7c403-0327-44c0-bf16-a91b38b90ad4#0,PALETA AGUA Zapote,B4564A9B,tarjeta
S000052,2026-04-19,PALETA-CREMA-ARROZ,1,35.0,35.0,https://github.com/OswaldoCasillas/Ventas/issues/165,efectivo,client:172dcdf4-fb76-40dc-9368-c2a9f2e54f22#0,PALETA CREMA Arroz,D24145B9,efectivo
S000052,2026-04-19,PALETA-CREMA-ARROZ,1,35.0,35.0,https://github.com/OswaldoCasillas/Ventas/issues/166,efectivo,client:f9faee1e-7295-40cc-8866-249ec1b3a32f#0,PALETA CREMA Arroz,D24145B9,efectivo
S000063,2026-04-19,PALETA-CREMA-ARROZ,1,35.0,35.0,https://github.com/OswaldoCasillas/Ventas/issues/178,tarjeta,client:ce84106b-2a6b-4ab2-9c15-660bb6eeb97b#0,PALETA CREMA Arroz,D24145B9,tarjeta
S000069,2026-04-19,PALETA-CREMA-ARROZ,1,35.0,35.0,https://github.com/OswaldoCasillas/Ventas/issues/187,efectivo,client:42595a6f-1e6b-4165-9cf2-390041120570#0,PALETA CREMA Arroz,D24145B9,efectivo
S000062,2026-04-19,PALETA-CREMA-CAPUCHINO,1,35.0,35.0,https://github.com/OswaldoCasillas/Ventas/issues/177,tarjeta,client:e1c7c403-0327-44c0-bf16-a91b38b90ad4#2,PALETA CREMA Capuchino,13A74508,tarjeta
S000069,2026-04-19,PALETA-CREMA-CHICLE,1,35.0,35.0,https://github.com/OswaldoCasillas/Ventas/issues/186,efectivo,client:18e9f5f6-72c0-4000-971a-b2b22906f8a5#0,PALETA CREMA Chicle,053D0623,efectivo
S000061,2026-04-19,PALETA-CREMA-CHOCOLATE,1,35.0,35.0,https://github.com/OswaldoCasillas/Ventas/issues/176,efectivo,client:f4053884-ad62-41ef-a29f-7344a0852534#0,PALETA CREMA Chocolate,3D836156,efectivo
S000063,2026-04-19,PALETA-CREMA-COCO,1,35.0,35.0,https://github.com/OswaldoCasillas/Ventas/issues/178,tarjeta,client:ce84106b-2a6b-4ab2-9c15-660bb6eeb97b#1,PALETA CREMA Coco,7B6778AE,tarjeta
S000058,2026-04-19,PALETA-CREMA-DURAZNOS-CON-CREMA,1,35.0,35.0,https://github.com/OswaldoCasillas/Ventas/issues/173,tarjeta,client:2b38a754-56fe-4ea5-a634-52f27457a1ba#0,PALETA CREMA Duraznos con Crema,C8A28FAC,tarjeta
S000070,2026-04-19,PALETA-CREMA-DURAZNOS-CON-CREMA,1,35.0,35.0,https://github.com/OswaldoCasillas/Ventas/issues/188,tarjeta,client:5d244c60-6e80-46cd-bcb2-a2a52e9a553a#1,PALETA CREMA Duraznos con Crema,C8A28FAC,tarjeta
S000075,2026-04-19,PALETA-CREMA-FRESA-CON-CREMA,1,35.0,35.0,https://github.com/OswaldoCasillas/Ventas/issues/196,efectivo,client:b3476221-f221-462a-81f1-8c5086a76a71#1,PALETA CREMA Fresa con Crema,03C761CC,efectivo
S000075,2026-04-19,PALETA-CREMA-FRESA-CON-CREMA,1,35.0,35.0,https://github.com/OswaldoCasillas/Ventas/issues/196,efectivo,client:b3476221-f221-462a-81f1-8c5086a76a71#1,PALETA CREMA Fresa con Crema,03C761CC,efectivo
S000074,2026-04-19,PALETA-CREMA-MAMEY,1,35.0,35.0,https://github.com/OswaldoCasillas/Ventas/issues/194,efectivo,client:6f09cfd1-0c9b-4420-a75c-e5aa29fe4c14#1,PALETA CREMA Mamey,07A7670E,efectivo
S000060,2026-04-19,PALETA-CREMA-MAZAPAN,1,35.0,35.0,https://github.com/OswaldoCasillas/Ventas/issues/175,tarjeta,client:cccb3645-b4fc-4db0-a5bb-83ef60bc019e#0,PALETA CREMA Mazapan,07A7679E,tarjeta
S000072,2026-04-19,PALETA-CREMA-OREO,1,35.0,35.0,https://github.com/OswaldoCasillas/Ventas/issues/192,efectivo,client:c1211ae1-bb32-4935-83e5-af86577b85c5#0,PALETA CREMA Oreo,02298874,efectivo
S000062,2026-04-19,PALETA-CREMA-PAY-DE-LIMON,1,35.0,35.0,https://github.com/OswaldoCasillas/Ventas/issues/177,tarjeta,client:e1c7c403-0327-44c0-bf16-a91b38b90ad4#3,PALETA CREMA Pay de Limon,7B72DC7E,tarjeta
S000070,2026-04-19,PALETA-CREMA-PAY-DE-LIMON,1,35.0,35.0,https://github.com/OswaldoCasillas/Ventas/issues/188,tarjeta,client:5d244c60-6e80-46cd-bcb2-a2a52e9a553a#0,PALETA CREMA Pay de Limon,7B72DC7E,tarjeta
S000070,2026-04-19,PALETA-CREMA-PREMIUM-CAJETA,1,40.0,40.0,https://github.com/OswaldoCasillas/Ventas/issues/188,tarjeta,client:5d244c60-6e80-46cd-bcb2-a2a52e9a553a#2,PALETA CREMA PREMIUM Cajeta,6AD82AE1,tarjeta
S000057,2026-04-19,PALETA-CREMA-PREMIUM-NUEZ,1,40.0,40.0,https://github.com/OswaldoCasillas/Ventas/issues/172,efectivo,client:fea93239-3165-4ab8-9e87-1aea6a423e16#1,PALETA CREMA PREMIUM Nuez,92CFB2A5,efectivo
S000059,2026-04-19,PALETA-CREMA-PREMIUM-PINON,1,40.0,40.0,https://github.com/OswaldoCasillas/Ventas/issues/174,tarjeta,client:b9c01d2d-dbbf-4f8a-aa2d-62732b3286cb#1,PALETA CREMA PREMIUM Pinon,F6F917A9,tarjeta
S000077,2026-04-19,PALETA-CREMA-PREMIUM-PINON,1,40.0,40.0,https://github.com/OswaldoCasillas/Ventas/issues/199,efectivo,client:8e374c65-66c9-40bd-8dbf-71b6986eab50#3,PALETA CREMA PREMIUM Pinon,F6F917A9,efectivo
S000062,2026-04-19,PALETA-CREMA-PREMIUM-SELVA-NEGRA,1,40.0,40.0,https://github.com/OswaldoCasillas/Ventas/issues/177,tarjeta,client:e1c7c403-0327-44c0-bf16-a91b38b90ad4#4,PALETA CREMA PREMIUM Selva Negra,05833CE3,tarjeta
S000077,2026-04-19,PALETA-CREMA-PREMIUM-SELVA-NEGRA,1,40.0,40.0,https://github.com/OswaldoCasillas/Ventas/issues/199,efectivo,client:8e374c65-66c9-40bd-8dbf-71b6986eab50#4,PALETA CREMA PREMIUM Selva Negra,05833CE3,efectivo
S000062,2026-04-19,PALETA-CREMA-PREMIUM-SNICKERS,1,40.0,40.0,https://github.com/OswaldoCasillas/Ventas/issues/177,tarjeta,client:e1c7c403-0327-44c0-bf16-a91b38b90ad4#1,PALETA CREMA PREMIUM Snickers,3A0CCE07,tarjeta
S000059,2026-04-19,PALETA-CREMA-PREMIUM-VINO-TINTO-RELLENO,1,40.0,40.0,https://github.com/OswaldoCasillas/Ventas/issues/174,tarjeta,client:b9c01d2d-dbbf-4f8a-aa2d-62732b3286cb#0,PALETA CREMA PREMIUM Vino Tinto,6DF1F449,tarjeta
S000054,2026-04-19,PALETA-MINI-MINI-AGUA,4,6.0,24.0,https://github.com/OswaldoCasillas/Ventas/issues/169,efectivo,client:b123844a-58ed-409d-8308-ae0df4309625#1,PALETA MINI Mini Agua,MINIAGUA6,efectivo
S000072,2026-04-19,PALETA-MINI-MINI-AGUA,1,6.0,6.0,https://github.com/OswaldoCasillas/Ventas/issues/191,efectivo,client:afd2fc80-3f97-47c7-b62f-1dd696ee051b#2,PALETA MINI Mini Agua,MINIAGUA6,efectivo
S000073,2026-04-19,PALETA-MINI-MINI-AGUA,5,6.0,30.0,https://github.com/OswaldoCasillas/Ventas/issues/193,efectivo,client:92cb6022-6cfb-420e-85af-8dfaba3dd4a6#2,PALETA MINI Mini Agua,MINIAGUA6,efectivo
S000076,2026-04-19,PALETA-MINI-MINI-AGUA,2,6.0,12.0,https://github.com/OswaldoCasillas/Ventas/issues/197,efectivo,client:35b67bb2-c7d7-4a47-a855-343e40fb50d2#0,PALETA MINI Mini Agua,MINIAGUA6,efectivo
S000077,2026-04-19,PALETA-MINI-MINI-AGUA,1,6.0,6.0,https://github.com/OswaldoCasillas/Ventas/issues/199,efectivo,client:8e374c65-66c9-40bd-8dbf-71b6986eab50#5,PALETA MINI Mini Agua,MINIAGUA6,efectivo
S000073,2026-04-19,PALETA-MINI-MINI-CREMA,6,8.0,48.0,https://github.com/OswaldoCasillas/Ventas/issues/193,efectivo,client:92cb6022-6cfb-420e-85af-8dfaba3dd4a6#1,PALETA MINI Mini Crema,C371ED40,efectivo
S000052,2026-04-19,PALETA-MINI-MINI-SIN-AZUCAR,2,10.0,20.0,https://github.com/OswaldoCasillas/Ventas/issues/165,efectivo,client:172dcdf4-fb76-40dc-9368-c2a9f2e54f22#3,PALETA MINI Sin Azucar,D189174D,efectivo
S000059,2026-04-19,PALETA-SIN-AZUCAR-CAJETA,1,45.0,45.0,https://github.com/OswaldoCasillas/Ventas/issues/174,tarjeta,client:b9c01d2d-dbbf-4f8a-aa2d-62732b3286cb#3,PALETA SIN AZUCAR Cajeta,68DJ885D,tarjeta
S000070,2026-04-19,PALETA-SIN-AZUCAR-CHOCOLATE,1,45.0,45.0,https://github.com/OswaldoCasillas/Ventas/issues/188,tarjeta,client:5d244c60-6e80-46cd-bcb2-a2a52e9a553a#3,PALETA SIN AZUCAR Chocoketo,03390F0A,tarjeta
S000071,2026-04-19,PALETA-SIN-AZUCAR-LIMON-MENTA,1,45.0,45.0,https://github.com/OswaldoCasillas/Ventas/issues/189,efectivo,client:a773abff-24fb-4b78-9f59-17fa4990ecbe#0,PALETA SIN AZUCAR Limon-Menta,6B908D02,efectivo
S000059,2026-04-19,PALETA-SIN-AZUCAR-PINON,1,45.0,45.0,https://github.com/OswaldoCasillas/Ventas/issues/174,tarjeta,client:b9c01d2d-dbbf-4f8a-aa2d-62732b3286cb#2,PALETA SIN AZUCAR Pinon,F797E587,tarjeta
S000067,2026-04-19,PALETAS-PERRO,1,30.0,30.0,https://github.com/OswaldoCasillas/Ventas/issues/184,efectivo,client:677e1e53-1ed9-477b-a5ce-268e68afdc56#1,Paletas para Perro,6A3513FD,efectivo
S000072,2026-04-19,POSTRE-DANONINO-GRANDE,1,30.0,30.0,https://github.com/OswaldoCasillas/Ventas/issues/191,efectivo,client:afd2fc80-3f97-47c7-b62f-1dd696ee051b#1,POSTRE Danonino Grande,3B6B12C9,efectivo
S000074,2026-04-19,POSTRE-DANONINO-GRANDE,1,30.0,30.0,https://github.com/OswaldoCasillas/Ventas/issues/194,efectivo,client:6f09cfd1-0c9b-4420-a75c-e5aa29fe4c14#2,POSTRE Danonino Grande,3B6B12C9,efectivo
