txn_id,fecha,item,cantidad,precio_unit,importe,issue,fecha_norm,product_id,descripcion
S-20251019-021628-FF5040,2025-10-19,PALETA-MINI-MINI-AGUA,10,6.0,60.0,https://github.com/OswaldoCasillas/Ventas/issues/50,2025-10-19,7A03C7DC,PALETA MINI Mini Agua
S-20251019-021628-FF5040,2025-10-19,PALETA-MINI-MINI-AGUA,10,6.0,60.0,https://github.com/OswaldoCasillas/Ventas/issues/50,2025-10-19,C371ED50,PALETA MINI Mini Alcohol
