txn_id,fecha,item,cantidad,precio_unit,importe,issue,metodo_pago,source_id,descripcion,status,correction_ref,notas
txn-issue-382,2026-04-28,AGUA-FRESCA-GRANDE,3,35.0,105.0,382,efectivo,382,AGUA FRESCA Grande,activa,,
txn-issue-383,2026-04-28,PALETA-CREMA-PREMIUM-NUTELLA,1,40.0,40.0,383,efectivo,383,PALETA CREMA PREMIUM Nutella,activa,,
txn-issue-383,2026-04-28,PALETA-CREMA-PREMIUM-SELVA-NEGRA,1,40.0,40.0,383,efectivo,383,PALETA CREMA PREMIUM Selva Negra,activa,,
txn-issue-384,2026-04-28,PALETA-AGUA-PREMIUM-MANGO-CHAMOY,1,30.0,30.0,384,efectivo,384,PALETA AGUA PREMIUM Mango-Chamoy,activa,,
txn-issue-384,2026-04-28,PALETA-AGUA-PREMIUM-PICAPANDA,1,30.0,30.0,384,efectivo,384,PALETA AGUA PREMIUM Picapanda,activa,,
txn-issue-384,2026-04-28,PALETA-AGUA-PREMIUM-PULPARINDO,1,30.0,30.0,384,efectivo,384,PALETA AGUA PREMIUM Pulparindo,activa,,
txn-issue-384,2026-04-28,PALETA-CREMA-FRESA-CON-CREMA,1,35.0,35.0,384,efectivo,384,PALETA CREMA Fresa con Crema,activa,,
txn-issue-384,2026-04-28,PALETAS-PERRO,1,30.0,30.0,384,efectivo,384,Paletas para Perro,activa,,
txn-issue-386,2026-04-28,PALETA-MINI-MINI-AGUA,9,6.0,54.0,386,efectivo,386,PALETA MINI Mini Agua,activa,,
txn-issue-388,2026-04-28,PALETA-AGUA-TAMARINDO,1,25.0,25.0,388,efectivo,388,PALETA AGUA Tamarindo,activa,,
txn-issue-389,2026-04-28,PALETA-MINI-MINI-AGUA,5,6.0,30.0,389,efectivo,389,PALETA MINI Mini Agua,activa,,
txn-issue-390,2026-04-28,PALETA-AGUA-PINA,1,25.0,25.0,390,efectivo,390,PALETA AGUA Pina,activa,,
txn-issue-391,2026-04-28,PALETA-AGUA-PREMIUM-PINA-CHAMOY,1,30.0,30.0,391,efectivo,391,PALETA AGUA PREMIUM Pina-Chamoy,activa,,
txn-issue-391,2026-04-28,PALETA-AGUA-PREMIUM-SANDIA-CHAMOY,1,30.0,30.0,391,efectivo,391,PALETA AGUA PREMIUM Sandia-Chamoy,activa,,
txn-issue-393,2026-04-28,HELADO-GOURMET-DOBLE,1,70.0,70.0,393,efectivo,393,Helado Gourmet Doble,activa,,
txn-issue-393,2026-04-28,HELADO-NIEVE-MEDIO-LITRO,1,75.0,75.0,393,efectivo,393,Helado Nieve Medio Litro,activa,,
txn-issue-393,2026-04-28,HELADO-SIN-AZUCAR-DOBLE,1,75.0,75.0,393,efectivo,393,Helado Sin Azucar Doble,activa,,
